variant,endpoint,k,search_term,violation_rate,compliant_rate,unclear_rate,total_results,violation_count,compliant_count,unclear_count,negative_intent,search_volume
control,lexical,10,no hide chews large,0.3,0.7,0.0,10,3,7,0,hide,3727
control,lexical,10,no hide chews medium,0.0,1.0,0.0,10,0,10,0,hide,1253
control,lexical,10,no hide chews small,0.4,0.6,0.0,10,4,6,0,hide,1325
control,lexical,10,no hide dog chews,0.2,0.8,0.0,10,2,8,0,hide,4859
control,lexical,10,no hide dog chews 4 inch,0.6,0.2,0.2,5,3,1,1,hide,1845
control,lexical,10,no hide dog chews medium,0.0,1.0,0.0,10,0,10,0,hide,2123
control,lexical,10,no hide dog chews small,0.4,0.6,0.0,10,4,6,0,hide,2663
control,lexical,10,no hide large,0.6,0.4,0.0,10,6,4,0,hide,3009
control,lexical,10,no hide large rolls,0.1,0.9,0.0,10,1,9,0,hide,1346
control,lexical,10,no hide medium,0.6,0.4,0.0,10,6,4,0,hide,1886
control,lexical,10,no hide medium rolls,0.0,1.0,0.0,10,0,10,0,hide,2357
control,lexical,10,no hide peanut butter,0.1,0.9,0.0,10,1,9,0,hide,1187
control,lexical,10,no hide pumpkin,0.75,0.25,0.0,4,3,1,0,hide,1310
control,lexical,10,no hide raw hide,0.4,0.6,0.0,10,4,6,0,rawhide,2210
control,lexical,10,no hide rawhide,0.8,0.2,0.0,10,8,2,0,rawhide,2269
control,lexical,10,no hide rolls,0.0,1.0,0.0,10,0,10,0,hide,1612
control,lexical,10,no hide salmon,0.3,0.7,0.0,10,3,7,0,hide,2174
control,lexical,10,no hide small rolls,0.1,0.9,0.0,10,1,9,0,hide,1257
control,lexical,10,no hide sticks,0.2,0.8,0.0,10,2,8,0,hide,2520
control,lexical,10,no hide stix,0.3,0.7,0.0,10,3,7,0,hide,7433
control,lexical,10,no hide strips,0.0,1.0,0.0,10,0,10,0,hide,3815
control,lexical,10,no hide venison,0.1,0.9,0.0,10,1,9,0,hide,1136
control,lexical,10,no hides,0.4,0.6,0.0,10,4,6,0,hides,2331
control,lexical,10,no holes,0.875,0.125,0.0,8,7,1,0,holes,2104
control,lexical,10,no lick,1.0,0.0,0.0,10,10,0,0,lick,1801
control,lexical,10,no melt suet,1.0,0.0,0.0,10,10,0,0,no melt,2781
control,lexical,10,no melt suet cakes for birds,0.0,0.8,0.2,10,0,8,2,melt,3006
control,lexical,10,no melt suet cakes for wild birds,0.0,0.6,0.4,10,0,6,4,melt,1040
control,lexical,10,no mess bird feeder,0.2,0.8,0.0,10,2,8,0,mess,2078
control,lexical,10,no mess bird food,0.1,0.9,0.0,10,1,9,0,mess,1778
control,lexical,10,no mess bird seed,0.1,0.7,0.2,10,1,7,2,mess,10066
control,lexical,10,no mess water bowl,0.1,0.7,0.2,10,1,7,2,mess,4197
control,lexical,10,no mess wild bird food,0.0,0.7,0.3,10,0,7,3,mess,2594
control,lexical,10,no mess wild bird seed,0.0,0.6,0.4,10,0,6,4,mess,22655
control,lexical,10,no millet bird seed,1.0,0.0,0.0,10,10,0,0,millet,1078
control,lexical,10,no odor bully sticks,0.1,0.9,0.0,10,1,9,0,odor,4474
control,lexical,10,no pee,1.0,0.0,0.0,10,10,0,0,pee,2549
control,lexical,10,no poo,1.0,0.0,0.0,10,10,0,0,poo,5242
control,lexical,10,no poo chews,0.7,0.3,0.0,10,7,3,0,poo,3342
control,lexical,10,no poo chews for dogs,0.6,0.4,0.0,10,6,4,0,poo,4691
control,lexical,10,no poop,1.0,0.0,0.0,10,10,0,0,poop,3632
control,lexical,10,no poop chews,0.8,0.2,0.0,10,8,2,0,poop,31892
control,lexical,10,no poop eating,0.4,0.5,0.1,10,4,5,1,poop eating,16984
control,lexical,10,no poultry dog food,0.9,0.1,0.0,10,9,1,0,poultry,1345
control,lexical,10,no pull,0.1,0.9,0.0,10,1,9,0,pull,9044
control,lexical,10,no pull collar,0.8,0.2,0.0,10,8,2,0,pull,20932
control,lexical,10,no pull collar for dogs,0.3,0.7,0.0,10,3,7,0,pull,3540
control,lexical,10,no pull collars,0.6,0.4,0.0,10,6,4,0,pull,1721
control,lexical,10,no pull dog collar,0.4,0.5,0.1,10,4,5,1,pull,5502
control,lexical,10,no pull dog harness,0.1,0.9,0.0,10,1,9,0,pull,32134
control,lexical,10,no pull dog harnesses,0.1,0.9,0.0,10,1,9,0,pull,211607
control,lexical,10,no pull dog leash,0.1,0.9,0.0,10,1,9,0,pull,4200
control,lexical,10,no pull harness,0.1,0.9,0.0,10,1,9,0,pull,54525
control,lexical,10,no pull harness for dogs,0.0,1.0,0.0,10,0,10,0,pull,114468
control,lexical,10,no pull harness for large dog,0.0,1.0,0.0,10,0,10,0,pull,1918
control,lexical,10,no pull harness for large dogs,0.0,1.0,0.0,10,0,10,0,pull,24205
control,lexical,10,no pull harness for medium dog,0.0,1.0,0.0,10,0,10,0,pull,8720
control,lexical,10,no pull harness for small dog,0.0,1.0,0.0,10,0,10,0,pull,13902
control,lexical,10,no pull harnesses,0.2,0.8,0.0,10,2,8,0,pull,1272
control,lexical,10,no pull head collar,0.6,0.4,0.0,10,6,4,0,pull,2574
control,lexical,10,no pull leash,0.4,0.6,0.0,10,4,6,0,pull,21703
control,lexical,10,no pull training collar,0.6,0.4,0.0,10,6,4,0,pull,1134
control,lexical,10,no rawhide,0.4,0.6,0.0,10,4,6,0,rawhide,2332
control,lexical,10,no rawhide bones,0.6,0.4,0.0,10,6,4,0,rawhide,12951
control,lexical,10,no rawhide chews,0.0,1.0,0.0,10,0,10,0,rawhide,2715
control,lexical,10,no rawhide dog chews,0.0,1.0,0.0,10,0,10,0,rawhide,35562
control,lexical,10,no rawhide treats,0.3,0.7,0.0,10,3,7,0,rawhide,4068
control,lexical,10,no scoot for dogs,1.0,0.0,0.0,10,10,0,0,scoot,25922
control,lexical,10,no scratch,1.0,0.0,0.0,10,10,0,0,scratch,3930
control,lexical,10,no scratch spray,0.7,0.2,0.1,10,7,2,1,scratch,7315
control,lexical,10,no scratch spray for cats,0.375,0.5,0.125,8,3,4,1,scratch,1019
control,lexical,10,no shock bark collar,0.8,0.2,0.0,10,8,2,0,shock,12886
control,lexical,10,no shock collar,0.8,0.2,0.0,10,8,2,0,shock,1007
control,lexical,10,no shock dog collar,0.9,0.1,0.0,10,9,1,0,shock,1356
control,lexical,10,no shock training collar,0.9,0.1,0.0,10,9,1,0,shock,7048
control,lexical,10,no slip collar,0.0,1.0,0.0,10,0,10,0,pull,1199
control,lexical,10,no slip dog collar,0.7,0.3,0.0,10,7,3,0,pull,2153
control,lexical,10,no slip dog socks,0.0,1.0,0.0,10,0,10,0,pull,3399
control,lexical,10,no slip harness,0.4,0.6,0.0,10,4,6,0,pull,2053
control,lexical,10,no spill dog bowl,0.8,0.2,0.0,10,8,2,0,spill,4573
control,lexical,10,no spill dog water bowl,0.3,0.6,0.1,10,3,6,1,spill,28061
control,lexical,10,no spill water bowl,0.7,0.2,0.1,10,7,2,1,spill,30994
control,lexical,10,no splash water bowl,0.0,1.0,0.0,10,0,10,0,pull,3317
control,lexical,10,no spray cat,1.0,0.0,0.0,10,10,0,0,spray,2497
control,lexical,10,no squeak dog toy,1.0,0.0,0.0,10,10,0,0,squeak,990
control,lexical,10,no squeak dog toys,0.9,0.1,0.0,10,9,1,0,squeak,40129
control,lexical,10,no squirrel bird seed,0.7,0.3,0.0,10,7,3,0,squirrel,5398
control,lexical,10,no stuffing,0.3,0.7,0.0,10,3,7,0,stuffing,2020
control,lexical,10,no stuffing dog toy,0.0,1.0,0.0,10,0,10,0,stuffing,8094
control,lexical,10,no stuffing dog toys,0.0,1.0,0.0,10,0,10,0,stuffing,97772
control,lexical,10,no stuffing toy,0.0,1.0,0.0,10,0,10,0,stuffing,3277
control,lexical,10,no stuffing toys,0.0,1.0,0.0,10,0,10,0,stuffing,5673
control,lexical,10,no sugar dog treats,0.2,0.0,0.8,10,2,0,8,sugar,1361
control,lexical,10,no sugar horse treats,0.4,0.6,0.0,10,4,6,0,sugar,1315
control,lexical,10,no tangle leash,0.2,0.8,0.0,5,1,4,0,pull,1186
control,lexical,10,no tip dog bowl,0.0,1.0,0.0,10,0,10,0,pull,1033
control,lexical,10,no tip water bowl,0.3,0.6,0.1,10,3,6,1,tip,6005
control,lexical,10,no toot,1.0,0.0,0.0,4,4,0,0,toot,1991
control,lexical,10,no track cat litter,0.8,0.2,0.0,10,8,2,0,track,1419
control,lexical,10,no tracking cat litter,0.8,0.2,0.0,10,8,2,0,tracking,13088
control,lexical,10,no tracking litter,0.9,0.1,0.0,10,9,1,0,tracking,1397
control,lexical,10,no waste bird food,0.1,0.9,0.0,10,1,9,0,waste,2152
control,lexical,10,no waste bird seed,0.0,0.8,0.2,10,0,8,2,waste,9270
control,lexical,10,no waste wild bird food,0.1,0.9,0.0,10,1,9,0,waste,2693
control,lexical,10,no waste wild bird seed,0.1,0.5,0.4,10,1,5,4,waste,24563
control,lexical,10,no zip stroller,0.2,0.8,0.0,10,2,8,0,zip,1518
control,lexical,10,non absorbent cat litter,0.3,0.2,0.5,10,3,2,5,non absorbent,1507
control,lexical,10,non chew dog bed,0.0,1.0,0.0,6,0,6,0,chew,995
control,lexical,10,non chicken dog food,1.0,0.0,0.0,10,10,0,0,chicken,3858
control,lexical,10,non chicken dog treats,0.3,0.2,0.5,10,3,2,5,chicken,1718
control,lexical,10,non clay cat litter,0.2,0.6,0.2,10,2,6,2,clay,5979
control,lexical,10,non clay litter,1.0,0.0,0.0,10,10,0,0,clay,2271
control,lexical,10,non clumping,0.1,0.9,0.0,10,1,9,0,clumping,1334
control,lexical,10,non clumping cat litter,1.0,0.0,0.0,10,10,0,0,non clumping,121355
control,lexical,10,non clumping kitty litter,0.8,0.2,0.0,10,8,2,0,non clumping,1510
control,lexical,10,non clumping unscented cat litter,1.0,0.0,0.0,10,10,0,0,"non clumping unscented cat litter

the user is actually looking for cat litter",11479
control,lexical,10,non gmo,0.0,1.0,0.0,10,0,10,0,gmo,1156
control,lexical,10,non gmo cat food,0.0,1.0,0.0,10,0,10,0,gmo,2288
control,lexical,10,non gmo chicken feed,0.0,1.0,0.0,10,0,10,0,gmo,16510
control,lexical,10,non gmo dog food,0.0,1.0,0.0,10,0,10,0,gmo,11060
control,lexical,10,non gmo dog treats,0.7,0.1,0.2,10,7,1,2,non gmo,994
control,lexical,10,non gmo wet dog food,0.0,1.0,0.0,10,0,10,0,gmo,1029
control,lexical,10,non grain dog food,0.0,1.0,0.0,10,0,10,0,grain,1089
control,lexical,10,non kibble dog food,1.0,0.0,0.0,10,10,0,0,kibble,1761
control,lexical,10,non prescription flea medicine,0.2,0.5,0.3,10,2,5,3,non prescription,1077
control,lexical,10,non prescription flea meds,0.3,0.7,0.0,10,3,7,0,non prescription,1229
control,lexical,10,non prescription pain meds for dogs,0.0,1.0,0.0,4,0,4,0,prescription,3980
control,lexical,10,non pull harness,0.4,0.6,0.0,10,4,6,0,pull,5327
control,lexical,10,non raw hide,0.1,0.9,0.0,10,1,9,0,rawhide,1225
control,lexical,10,non rawhide,0.2,0.8,0.0,10,2,8,0,rawhide,1020
control,lexical,10,non rawhide bones,0.1,0.8,0.1,10,1,8,1,rawhide,18977
control,lexical,10,non rawhide chews,0.0,1.0,0.0,10,0,10,0,rawhide,10766
control,lexical,10,non rawhide dog chews,0.0,1.0,0.0,10,0,10,0,rawhide,70094
control,lexical,10,non rawhide dog treats,0.1,0.9,0.0,10,1,9,0,rawhide,2882
control,lexical,10,non scented litter,0.9,0.0,0.1,10,9,0,1,scented,1755
control,lexical,10,non squeaky dog toys,0.0,0.0,1.0,1,0,0,1,squeaky,17562
control,lexical,10,non stuffed dog toys,0.0,1.0,0.0,5,0,5,0,stuffed,6207
control,lexical,10,non tip water bowl,0.1,0.6,0.3,10,1,6,3,tip,6861
control,lexical,10,non toxic cat litter,0.0,1.0,0.0,3,0,3,0,toxic,1267
control,lexical,10,non tracking cat litter,0.1,0.4,0.5,10,1,4,5,tracking,18311
control,lexical,10,non tracking litter,0.6,0.3,0.1,10,6,3,1,tracking,3003
control,lexical,10,non-gmo dog food,0.0,1.0,0.0,10,0,10,0,gmo,3007
control,lexical,10,nulo grain free,0.0,1.0,0.0,10,0,10,0,grain,4152
control,lexical,10,nutrish dog food grain free,0.2,0.8,0.0,10,2,8,0,grain,1003
control,lexical,10,nutrish grain free dog food,0.3,0.7,0.0,10,3,7,0,grain,4382
control,lexical,10,nutro grain free,0.1,0.9,0.0,10,1,9,0,grain,2591
control,lexical,10,nutro grain free dog food,0.0,1.0,0.0,10,0,10,0,grain,4841
control,lexical,10,odor free bully stick,0.2,0.8,0.0,10,2,8,0,odor,1494
control,lexical,10,odor free bully sticks,0.2,0.7,0.1,10,2,7,1,odor,9025
control,lexical,10,odor free bully sticks for dogs,0.0,1.0,0.0,10,0,10,0,odor,27702
control,lexical,10,open farm grain free,0.0,1.0,0.0,10,0,10,0,grain,1704
control,lexical,10,open farm grain free dog food,0.2,0.7,0.1,10,2,7,1,grain,2175
control,lexical,10,organic chicken feed soy free,0.0,1.0,0.0,10,0,10,0,soy,1525
control,lexical,10,organic grain free cat treats,0.3,0.5,0.2,10,3,5,2,grain,2085
control,lexical,10,organic non gmo chicken feed,1.0,0.0,0.0,10,10,0,0,non gmo,1154
control,lexical,10,organic soy free chicken feed,0.0,1.0,0.0,10,0,10,0,soy,2338
control,lexical,10,origin grain free dog,0.4,0.6,0.0,10,4,6,0,grain,5901
control,lexical,10,origin grain free puppy,0.3,0.7,0.0,10,3,7,0,grain,3607
control,lexical,10,orijen grain free,0.1,0.9,0.0,10,1,9,0,grain,1665
control,lexical,10,orijen grain free cat,0.0,1.0,0.0,10,0,10,0,grain,1533
control,lexical,10,orijen grain free dog,0.1,0.9,0.0,10,1,9,0,grain,2373
control,lexical,10,orijen grain free dog food,0.2,0.8,0.0,10,2,8,0,grain,2503
control,lexical,10,orijen grain free puppy,0.4,0.6,0.0,10,4,6,0,grain,2493
control,lexical,10,orijen grain free treats,0.1,0.9,0.0,10,1,9,0,grain,1785
control,lexical,10,pate grain free cat food,0.0,1.0,0.0,10,0,10,0,grain,1105
control,lexical,10,pea free dog food,1.0,0.0,0.0,10,10,0,0,pea,5939
control,lexical,10,pet safe easy walk no pull harness,0.6666666666666666,0.3333333333333333,0.0,3,2,1,0,pull,1953
control,lexical,10,pigeon feed no corn,0.6,0.3,0.1,10,6,3,1,corn,3687
control,lexical,10,pigeon food no corn,0.7,0.3,0.0,10,7,3,0,corn,1756
control,lexical,10,pork chomps rawhide free,0.0,1.0,0.0,10,0,10,0,rawhide,129324
control,lexical,10,pork chomps rawhide free dog bones,0.0,1.0,0.0,10,0,10,0,rawhide,3737
control,lexical,10,poultry free,0.9,0.1,0.0,10,9,1,0,poultry,2348
control,lexical,10,poultry free cat food,1.0,0.0,0.0,10,10,0,0,poultry,1975
control,lexical,10,poultry free dog food,1.0,0.0,0.0,10,10,0,0,poultry,17789
control,lexical,10,poultry free dog treats,1.0,0.0,0.0,10,10,0,0,poultry,1753
control,lexical,10,poultry free wet dog food,1.0,0.0,0.0,10,10,0,0,poultry,1701
control,lexical,10,pro plan grain free,0.0,1.0,0.0,10,0,10,0,grain,1681
control,lexical,10,protein free dog treats,1.0,0.0,0.0,10,10,0,0,protein,5096
control,lexical,10,puppy food chicken free,1.0,0.0,0.0,10,10,0,0,chicken,1032
control,lexical,10,puppy food grain free,0.0,1.0,0.0,10,0,10,0,grain,7002
control,lexical,10,puppy food no chicken,1.0,0.0,0.0,10,10,0,0,chicken,2518
control,lexical,10,puppy food with no chicken,1.0,0.0,0.0,10,10,0,0,chicken,1040
control,lexical,10,puppy food without chicken,1.0,0.0,0.0,10,10,0,0,chicken,1606
control,lexical,10,puppy grain free,0.0,1.0,0.0,10,0,10,0,grain,1298
control,lexical,10,puppy grain free food,0.2,0.8,0.0,10,2,8,0,grain,1140
control,lexical,10,pure balance grain free,0.3,0.7,0.0,10,3,7,0,grain,11504
control,lexical,10,purina beneful grain free,0.2,0.8,0.0,10,2,8,0,grain,1945
control,lexical,10,purina beyond grain free cat food,0.0,1.0,0.0,5,0,5,0,grain,8992
control,lexical,10,purina beyond grain free dog food,0.0,0.7777777777777778,0.2222222222222222,9,0,7,2,grain,3884
control,lexical,10,purina beyond grain free dry cat food,0.0,1.0,0.0,5,0,5,0,grain,2080
control,lexical,10,purina cat food grain free,0.0,1.0,0.0,10,0,10,0,grain,5440
control,lexical,10,purina cat grain free,0.1,0.9,0.0,10,1,9,0,grain,1273
control,lexical,10,purina grain free,0.1,0.9,0.0,10,1,9,0,grain,8189
control,lexical,10,purina grain free cat food,0.0,1.0,0.0,10,0,10,0,grain,2326
control,lexical,10,purina grain free dog food,0.0,1.0,0.0,10,0,10,0,grain,3037
control,lexical,10,purina grain free dry cat food,0.0,0.5,0.5,10,0,5,5,grain,19168
control,lexical,10,purina grain free dry dog food,0.9,0.1,0.0,10,9,1,0,grain,8138
control,lexical,10,purina grain free wet cat food,0.0,1.0,0.0,10,0,10,0,grain,7458
control,lexical,10,purina grain free wet dog food,0.0,1.0,0.0,10,0,10,0,grain,2342
control,lexical,10,purina one grain free,0.0,1.0,0.0,10,0,10,0,grain,4066
control,lexical,10,purina one grain free cat food,0.1,0.9,0.0,10,1,9,0,grain,1649
control,lexical,10,purina one grain free dog food,0.6,0.4,0.0,10,6,4,0,grain,5270
control,lexical,10,purina one grain free dry cat food,0.0,0.9,0.1,10,0,9,1,grain,5886
control,lexical,10,purina one grain free wet cat food,0.1,0.9,0.0,10,1,9,0,grain,17042
control,lexical,10,purina one wet cat food grain free,0.1,0.9,0.0,10,1,9,0,grain,1114
control,lexical,10,purina pro plan for cats grain free,0.0,1.0,0.0,10,0,10,0,grain,1589
control,lexical,10,purina pro plan for dogs grain free,0.2,0.8,0.0,10,2,8,0,grain,975
control,lexical,10,purina pro plan grain free,0.0,1.0,0.0,10,0,10,0,grain,7034
control,lexical,10,python no spill,0.6,0.4,0.0,5,3,2,0,spill,5465
control,lexical,10,rachel ray grain free dog food,0.1,0.9,0.0,10,1,9,0,grain,4812
control,lexical,10,raw hide free,0.0,1.0,0.0,10,0,10,0,rawhide,2193
control,lexical,10,raw hide free bones,0.0,1.0,0.0,10,0,10,0,rawhide,3187
control,lexical,10,raw hide free dog bones,0.2,0.7,0.1,10,2,7,1,rawhide,1011
control,lexical,10,raw hide free dog chews,0.0,0.9,0.1,10,0,9,1,rawhide,25587
control,lexical,10,raw hide free large dog chews,0.0,0.7,0.3,10,0,7,3,rawhide,1264
control,lexical,10,rawhide free,0.2,0.8,0.0,10,2,8,0,rawhide,17055
control,lexical,10,rawhide free bones,0.1,0.9,0.0,10,1,9,0,rawhide,6443
control,lexical,10,rawhide free chew,0.1,0.9,0.0,10,1,9,0,rawhide,1282
control,lexical,10,rawhide free chews,0.0,1.0,0.0,10,0,10,0,rawhide,58043
control,lexical,10,rawhide free dog bones,0.2,0.7,0.1,10,2,7,1,rawhide,135517
control,lexical,10,rawhide free dog bones & chews,0.0,0.9,0.1,10,0,9,1,rawhide,1390
control,lexical,10,rawhide free dog bones & chews for large dogs,0.2,0.7,0.1,10,2,7,1,rawhide,4358
control,lexical,10,rawhide free dog bones long lasting,0.1,0.9,0.0,10,1,9,0,rawhide,14868
control,lexical,10,rawhide free dog chews,0.0,0.8,0.2,10,0,8,2,rawhide,6526
control,lexical,10,rawhide free dog chews long lasting,0.0,1.0,0.0,10,0,10,0,rawhide,4471
control,lexical,10,rawhide free dog treats,0.1,0.9,0.0,10,1,9,0,rawhide,29794
control,lexical,10,rawhide free sticks,0.1,0.9,0.0,10,1,9,0,rawhide,2264
control,lexical,10,rawhide free treats,0.0,1.0,0.0,10,0,10,0,rawhide,1840
control,lexical,10,rice free dog food,1.0,0.0,0.0,10,10,0,0,rice,1195
control,lexical,10,royal canin grain free,0.0,1.0,0.0,10,0,10,0,grain,2432
control,lexical,10,salmon dog food grain free,0.0,1.0,0.0,10,0,10,0,grain,975
control,lexical,10,salmon grain free dog food,0.1,0.9,0.0,10,1,9,0,grain,8103
control,lexical,10,salt free dog food,0.0,0.0,1.0,10,0,0,10,salt,1015
control,lexical,10,scent free cat litter,1.0,0.0,0.0,10,10,0,0,scent,2695
control,lexical,10,scent free litter,1.0,0.0,0.0,10,10,0,0,scent,3172
control,lexical,10,science diet grain free,0.0,1.0,0.0,10,0,10,0,grain,4491
control,lexical,10,senior cat food grain free,0.0,1.0,0.0,10,0,10,0,grain,1110
control,lexical,10,senior dog food grain free,0.0,1.0,0.0,10,0,10,0,grain,1394
control,lexical,10,senior grain free dog food,0.0,1.0,0.0,10,0,10,0,grain,4724
control,lexical,10,sheba grain free,0.0,1.0,0.0,10,0,10,0,grain,1917
control,lexical,10,shell free bird seed,0.2,0.2,0.6,10,2,2,6,shell,1278
control,lexical,10,small black stroller no zip,0.6,0.1,0.3,10,6,1,3,zip,1046
control,lexical,10,small breed grain free,0.0,1.0,0.0,10,0,10,0,grain,1509
control,lexical,10,small breed grain free dog food,0.0,1.0,0.0,10,0,10,0,grain,2340
control,lexical,10,small breed grain free dry dog food,0.0,1.0,0.0,10,0,10,0,grain,2354
control,lexical,10,small dog no pull harness,0.0,1.0,0.0,10,0,10,0,pull,1740
control,lexical,10,small no pull harness,0.6,0.4,0.0,10,6,4,0,pull,1148
control,lexical,10,soft grain free dog treats,0.3,0.7,0.0,10,3,7,0,grain,2135
control,lexical,10,soy and corn free chicken feed,0.1,0.9,0.0,10,1,9,0,soy and corn,1287
control,lexical,10,soy free chicken feed,0.1,0.9,0.0,10,1,9,0,soy,11839
control,lexical,10,soy free horse feed,0.1,0.9,0.0,10,1,9,0,soy,5431
control,lexical,10,soy free layer feed,0.1,0.9,0.0,10,1,9,0,soy,1175
control,lexical,10,sporn mesh no pull dog harness,0.0,1.0,0.0,1,0,1,0,pull,7687
control,lexical,10,stella and chewy grain free,0.0,1.0,0.0,10,0,10,0,grain,1117
control,lexical,10,stink free,0.3,0.7,0.0,10,3,7,0,stink,3161
control,lexical,10,stuffing free,0.0,1.0,0.0,10,0,10,0,stuffing,6904
control,lexical,10,stuffing free dog toy,0.0,1.0,0.0,10,0,10,0,stuffing,4687
control,lexical,10,stuffing free dog toys,0.0,1.0,0.0,10,0,10,0,stuffing,142348
control,lexical,10,stuffing free dog toys large,0.0,1.0,0.0,10,0,10,0,stuffing,21225
control,lexical,10,stuffing free dog toys small,0.0,1.0,0.0,10,0,10,0,stuffing,6376
control,lexical,10,stuffing free toy,0.0,1.0,0.0,10,0,10,0,stuffing,2294
control,lexical,10,stuffing free toys,0.0,1.0,0.0,10,0,10,0,stuffing,1123
control,lexical,10,stuffing-free,0.0,1.0,0.0,10,0,10,0,stuffing,1079
control,lexical,10,suet cakes for wild birds no melt,0.0,0.6,0.4,10,0,6,4,melt,7772
control,lexical,10,sugar free,0.1,0.3,0.6,10,1,3,6,sugar,1515
control,lexical,10,sugar free dog treats,0.1,0.0,0.9,10,1,0,9,sugar,9955
control,lexical,10,sugar free horse treats,0.6,0.4,0.0,10,6,4,0,sugar,8411
control,lexical,10,taste of the wild dog food grain free,0.0,1.0,0.0,10,0,10,0,grain,1243
control,lexical,10,taste of the wild grain free,0.0,1.0,0.0,10,0,10,0,grain,2805
control,lexical,10,taste of the wild grain free dog food,0.2,0.8,0.0,10,2,8,0,grain,8357
control,lexical,10,taste of the wild high prairie grain-free dry dog food,0.0,1.0,0.0,2,0,2,0,grain,1435
control,lexical,10,tear free dog shampoo,0.5,0.3,0.2,10,5,3,2,tear,7647
control,lexical,10,the honest kitchen for dogs grain free,0.1,0.9,0.0,10,1,9,0,grain,1325
control,lexical,10,the honest kitchen grain free,0.3,0.7,0.0,10,3,7,0,grain,2403
control,lexical,10,tidy cats free,0.25,0.75,0.0,8,2,6,0,free,1197
control,lexical,10,tidy cats free & clean unscented,1.0,0.0,0.0,2,2,0,0,unscented,999
control,lexical,10,tidy cats free and clean unscented,1.0,0.0,0.0,2,2,0,0,unscented,7587
control,lexical,10,tidy cats non clumping litter for cats,0.5,0.375,0.125,8,4,3,1,non clumping,2835
control,lexical,10,tiny tiger grain free,0.0,1.0,0.0,10,0,10,0,grain,1318
control,lexical,10,toy no stuffing,0.0,1.0,0.0,10,0,10,0,stuffing,1060
control,lexical,10,toys no stuffing,0.0,1.0,0.0,10,0,10,0,stuffing,1635
control,lexical,10,toys with no stuffing,0.0,1.0,0.0,10,0,10,0,stuffing,4057
control,lexical,10,treats for dogs with no teeth,1.0,0.0,0.0,10,10,0,0,teeth,1406
control,lexical,10,tuffy no stuff,0.6,0.4,0.0,10,6,4,0,stuff,1489
control,lexical,10,turkey grain free,0.1,0.9,0.0,10,1,9,0,grain,1309
control,lexical,10,ultra grain free,0.0,1.0,0.0,10,0,10,0,grain,978
control,lexical,10,unscented dust free cat litter,0.2,0.3,0.5,10,2,3,5,"dust, scent",1132
control,lexical,10,unscented dust free clumping cat litter,0.7,0.2,0.1,10,7,2,1,unscented,972
control,lexical,10,unscented dust free litter,0.4,0.6,0.0,10,4,6,0,"unscented
dust",1250
control,lexical,10,unscented non clumping cat litter,1.0,0.0,0.0,10,10,0,0,non clumping,7305
control,lexical,10,vetivex veterinary dehp free lactated ringers electrolyte injection solution 1000-ml,1.0,0.0,0.0,1,1,0,0,dehp,5570
control,lexical,10,victor grain free,0.5,0.5,0.0,10,5,5,0,grain,2601
control,lexical,10,victor grain free dog food,0.4,0.6,0.0,10,4,6,0,grain,5635
control,lexical,10,victor hi-pro plus 30/20 active sporting high protein gluten-free dry dog food,0.0,1.0,0.0,1,0,1,0,gluten,1151
control,lexical,10,wag grain free dog food,0.3,0.7,0.0,10,3,7,0,grain,3193
control,lexical,10,waste free bird seed,0.0,0.6,0.4,10,0,6,4,waste,4797
control,lexical,10,waste free wild bird seed,0.3,0.4,0.3,10,3,4,3,waste,12115
control,lexical,10,water bowl no spill,0.8,0.1,0.1,10,8,1,1,spill,2058
control,lexical,10,weight management dog food no chicken,1.0,0.0,0.0,10,10,0,0,chicken,1021
control,lexical,10,wellness core grain free,0.0,1.0,0.0,10,0,10,0,grain,1527
control,lexical,10,wellness core grain free cat food,0.0,1.0,0.0,10,0,10,0,grain,2510
control,lexical,10,wellness core grain free dog food,0.3,0.7,0.0,10,3,7,0,grain,8637
control,lexical,10,wellness dry dog food grain free,0.0,1.0,0.0,10,0,10,0,grain,2057
control,lexical,10,wellness grain free,0.0,1.0,0.0,10,0,10,0,grain,1617
control,lexical,10,wellness grain free cat food,0.0,1.0,0.0,10,0,10,0,grain,2248
control,lexical,10,wellness grain free dog food,0.1,0.9,0.0,10,1,9,0,grain,4682
control,lexical,10,wet cat food grain free,0.0,1.0,0.0,10,0,10,0,grain,16508
control,lexical,10,wet dog food grain free,0.0,1.0,0.0,10,0,10,0,grain,6455
control,lexical,10,wet dog food no chicken,1.0,0.0,0.0,10,10,0,0,chicken,1981
control,lexical,10,wet dog food without chicken,0.0,0.8,0.2,10,0,8,2,chicken,1194
control,lexical,10,wet grain free cat food,0.0,1.0,0.0,10,0,10,0,grain,4900
control,lexical,10,wet grain free dog food,0.0,1.0,0.0,10,0,10,0,grain,4103
control,lexical,10,wet kitten food grain free,0.0,1.0,0.0,10,0,10,0,grain,2250
control,lexical,10,wheat free cat food,0.0,1.0,0.0,10,0,10,0,wheat,5111
control,lexical,10,wheat free dog food,0.1,0.7,0.2,10,1,7,2,wheat,6961
control,lexical,10,wheat free dog treats,0.0,1.0,0.0,10,0,10,0,wheat,9289
control,lexical,10,wheat free puppy food,0.0,1.0,0.0,10,0,10,0,wheat,4122
control,lexical,10,whole earth farms grain-free,0.8,0.1,0.1,10,8,1,1,grain,5914
